TICKER;PER;DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
SPFB.RTS-9.23;D;20220207;0;137810.0000000;137810.0000000;137810.0000000;137810.0000000;1
SPFB.RTS-9.23;D;20220208;0;138200.0000000;140110.0000000;138200.0000000;140110.0000000;3
SPFB.RTS-9.23;D;20220210;0;144890.0000000;144890.0000000;144000.0000000;144000.0000000;2
SPFB.RTS-9.23;D;20220211;0;136300.0000000;136300.0000000;136070.0000000;136070.0000000;2
SPFB.RTS-9.23;D;20220214;0;135580.0000000;135580.0000000;135580.0000000;135580.0000000;1
SPFB.RTS-9.23;D;20220215;0;140980.0000000;140980.0000000;140680.0000000;140680.0000000;2
SPFB.RTS-9.23;D;20220216;0;144400.0000000;144400.0000000;142190.0000000;142190.0000000;2
SPFB.RTS-9.23;D;20220217;0;137390.0000000;137390.0000000;137390.0000000;137390.0000000;1
SPFB.RTS-9.23;D;20220218;0;137700.0000000;137700.0000000;129250.0000000;129250.0000000;3
SPFB.RTS-9.23;D;20220221;0;132010.0000000;132010.0000000;107380.0000000;113110.0000000;24
SPFB.RTS-9.23;D;20220222;0;115550.0000000;118290.0000000;108550.0000000;115000.0000000;6
SPFB.RTS-9.23;D;20220223;0;120930.0000000;120930.0000000;108650.0000000;112000.0000000;4
SPFB.RTS-9.23;D;20220224;0;98420.0000000;107410.0000000;67700.0000000;84420.0000000;13
SPFB.RTS-9.23;D;20220225;0;100920.0000000;106200.0000000;100920.0000000;106200.0000000;2
SPFB.RTS-9.23;D;20220324;0;66410.0000000;105980.0000000;66410.0000000;85560.0000000;64
SPFB.RTS-9.23;D;20220328;0;75870.0000000;93000.0000000;74000.0000000;82650.0000000;54
SPFB.RTS-9.23;D;20220329;0;92890.0000000;93000.0000000;92890.0000000;93000.0000000;2
SPFB.RTS-9.23;D;20220401;0;104000.0000000;105780.0000000;104000.0000000;105780.0000000;3
SPFB.RTS-9.23;D;20220404;0;98700.0000000;104000.0000000;97370.0000000;104000.0000000;4
SPFB.RTS-9.23;D;20220405;0;102400.0000000;102400.0000000;102400.0000000;102400.0000000;1
SPFB.RTS-9.23;D;20220408;0;105000.0000000;106990.0000000;105000.0000000;106990.0000000;2
SPFB.RTS-9.23;D;20220415;0;95000.0000000;95000.0000000;95000.0000000;95000.0000000;1
SPFB.RTS-9.23;D;20220419;0;93460.0000000;93460.0000000;90010.0000000;90010.0000000;2
SPFB.RTS-9.23;D;20220420;0;95580.0000000;95580.0000000;95580.0000000;95580.0000000;1
SPFB.RTS-9.23;D;20220505;0;115260.0000000;115260.0000000;108010.0000000;108700.0000000;3
SPFB.RTS-9.23;D;20220506;0;105720.0000000;105720.0000000;105300.0000000;105300.0000000;2
SPFB.RTS-9.23;D;20220511;0;105300.0000000;107960.0000000;105300.0000000;107900.0000000;3
SPFB.RTS-9.23;D;20220512;0;105350.0000000;108410.0000000;105350.0000000;108410.0000000;2
SPFB.RTS-9.23;D;20220513;0;109190.0000000;109190.0000000;109190.0000000;109190.0000000;1
SPFB.RTS-9.23;D;20220520;0;116850.0000000;116850.0000000;116850.0000000;116850.0000000;1
SPFB.RTS-9.23;D;20220524;0;118700.0000000;118700.0000000;118700.0000000;118700.0000000;2
SPFB.RTS-9.23;D;20220525;0;117510.0000000;117510.0000000;115050.0000000;115050.0000000;3
SPFB.RTS-9.23;D;20220526;0;115540.0000000;117200.0000000;110780.0000000;117150.0000000;4
SPFB.RTS-9.23;D;20220527;0;113940.0000000;113940.0000000;113940.0000000;113940.0000000;1
SPFB.RTS-9.23;D;20220531;0;119110.0000000;119110.0000000;119110.0000000;119110.0000000;1
SPFB.RTS-9.23;D;20220602;0;112750.0000000;118280.0000000;112750.0000000;113080.0000000;6
SPFB.RTS-9.23;D;20220603;0;114450.0000000;114450.0000000;114450.0000000;114450.0000000;2
SPFB.RTS-9.23;D;20220609;0;120550.0000000;120550.0000000;120550.0000000;120550.0000000;1
SPFB.RTS-9.23;D;20220610;0;114230.0000000;116000.0000000;114230.0000000;115190.0000000;3
SPFB.RTS-9.23;D;20220614;0;113080.0000000;122460.0000000;113080.0000000;122460.0000000;5
SPFB.RTS-9.23;D;20220615;0;112970.0000000;117310.0000000;112970.0000000;114040.0000000;3
SPFB.RTS-9.23;D;20220616;0;117090.0000000;117090.0000000;117090.0000000;117090.0000000;1
SPFB.RTS-9.23;D;20220617;0;119620.0000000;119620.0000000;115120.0000000;115120.0000000;4
SPFB.RTS-9.23;D;20220620;0;117180.0000000;117180.0000000;117000.0000000;117000.0000000;2
SPFB.RTS-9.23;D;20220621;0;118120.0000000;118120.0000000;118120.0000000;118120.0000000;1
SPFB.RTS-9.23;D;20220622;0;118130.0000000;118130.0000000;118130.0000000;118130.0000000;1
SPFB.RTS-9.23;D;20220623;0;121650.0000000;121650.0000000;121650.0000000;121650.0000000;1
SPFB.RTS-9.23;D;20220627;0;122850.0000000;122850.0000000;122850.0000000;122850.0000000;1
SPFB.RTS-9.23;D;20220629;0;125010.0000000;125010.0000000;125000.0000000;125000.0000000;21
SPFB.RTS-9.23;D;20220630;0;119980.0000000;125150.0000000;119980.0000000;125150.0000000;3
SPFB.RTS-9.23;D;20220701;0;117520.0000000;117520.0000000;117520.0000000;117520.0000000;1
SPFB.RTS-9.23;D;20220704;0;117520.0000000;119250.0000000;116230.0000000;116230.0000000;4
SPFB.RTS-9.23;D;20220705;0;112600.0000000;112600.0000000;110110.0000000;110110.0000000;4
SPFB.RTS-9.23;D;20220706;0;113420.0000000;113420.0000000;110890.0000000;111460.0000000;3
SPFB.RTS-9.23;D;20220707;0;111000.0000000;111110.0000000;111000.0000000;111110.0000000;2
SPFB.RTS-9.23;D;20220711;0;111360.0000000;111360.0000000;111280.0000000;111280.0000000;2
SPFB.RTS-9.23;D;20220712;0;114520.0000000;118900.0000000;110710.0000000;110710.0000000;6
SPFB.RTS-9.23;D;20220714;0;110490.0000000;125210.0000000;105430.0000000;106140.0000000;67
SPFB.RTS-9.23;D;20220715;0;107500.0000000;110460.0000000;107500.0000000;110460.0000000;5
SPFB.RTS-9.23;D;20220719;0;111360.0000000;114080.0000000;109160.0000000;109160.0000000;6
SPFB.RTS-9.23;D;20220720;0;114900.0000000;114900.0000000;114900.0000000;114900.0000000;1
SPFB.RTS-9.23;D;20220721;0;111940.0000000;111940.0000000;109820.0000000;109820.0000000;2
SPFB.RTS-9.23;D;20220725;0;109520.0000000;109520.0000000;109520.0000000;109520.0000000;1
SPFB.RTS-9.23;D;20220726;0;108500.0000000;109580.0000000;108500.0000000;109580.0000000;2
SPFB.RTS-9.23;D;20220727;0;111180.0000000;111300.0000000;111180.0000000;111300.0000000;2
SPFB.RTS-9.23;D;20220728;0;113360.0000000;113620.0000000;108830.0000000;108900.0000000;5
SPFB.RTS-9.23;D;20220729;0;107000.0000000;107000.0000000;106000.0000000;106000.0000000;3
SPFB.RTS-9.23;D;20220801;0;104340.0000000;104340.0000000;104340.0000000;104340.0000000;2
SPFB.RTS-9.23;D;20220804;0;104020.0000000;105380.0000000;104020.0000000;105380.0000000;2
SPFB.RTS-9.23;D;20220805;0;104040.0000000;104040.0000000;101020.0000000;101020.0000000;3
SPFB.RTS-9.23;D;20220808;0;106310.0000000;107260.0000000;104150.0000000;104290.0000000;9
SPFB.RTS-9.23;D;20220811;0;103600.0000000;103600.0000000;103600.0000000;103600.0000000;2
SPFB.RTS-9.23;D;20220816;0;108130.0000000;108130.0000000;108130.0000000;108130.0000000;1
SPFB.RTS-9.23;D;20220818;0;109990.0000000;109990.0000000;109990.0000000;109990.0000000;1
SPFB.RTS-9.23;D;20220819;0;110000.0000000;110000.0000000;110000.0000000;110000.0000000;1
SPFB.RTS-9.23;D;20220822;0;111500.0000000;113920.0000000;111500.0000000;113450.0000000;3
SPFB.RTS-9.23;D;20220823;0;114550.0000000;116270.0000000;112460.0000000;112460.0000000;10
SPFB.RTS-9.23;D;20220824;0;114300.0000000;114300.0000000;112400.0000000;112400.0000000;3
SPFB.RTS-9.23;D;20220825;0;111000.0000000;111000.0000000;110420.0000000;110420.0000000;2
SPFB.RTS-9.23;D;20220826;0;111710.0000000;111770.0000000;107310.0000000;111000.0000000;6
SPFB.RTS-9.23;D;20220829;0;108720.0000000;110290.0000000;107820.0000000;109960.0000000;8
SPFB.RTS-9.23;D;20220830;0;110390.0000000;110390.0000000;110390.0000000;110390.0000000;1
SPFB.RTS-9.23;D;20220831;0;121000.0000000;121000.0000000;113580.0000000;118170.0000000;19
SPFB.RTS-9.23;D;20220901;0;120000.0000000;123030.0000000;120000.0000000;122780.0000000;6
SPFB.RTS-9.23;D;20220902;0;122690.0000000;122690.0000000;118700.0000000;118700.0000000;6
SPFB.RTS-9.23;D;20220905;0;116430.0000000;120480.0000000;114510.0000000;117690.0000000;19
SPFB.RTS-9.23;D;20220906;0;117990.0000000;117990.0000000;114780.0000000;114800.0000000;6
SPFB.RTS-9.23;D;20220907;0;112640.0000000;116850.0000000;110530.0000000;110530.0000000;7
SPFB.RTS-9.23;D;20220908;0;112450.0000000;114240.0000000;110570.0000000;112270.0000000;6
SPFB.RTS-9.23;D;20220909;0;115160.0000000;116230.0000000;112940.0000000;112940.0000000;3
SPFB.RTS-9.23;D;20220914;0;114500.0000000;114500.0000000;114500.0000000;114500.0000000;5
SPFB.RTS-9.23;D;20220915;0;113100.0000000;115190.0000000;113100.0000000;115190.0000000;10
SPFB.RTS-9.23;D;20220916;0;114050.0000000;114050.0000000;111010.0000000;112160.0000000;6
SPFB.RTS-9.23;D;20220919;0;111380.0000000;111440.0000000;108680.0000000;109860.0000000;5
SPFB.RTS-9.23;D;20220920;0;112000.0000000;112000.0000000;98830.0000000;102100.0000000;37
SPFB.RTS-9.23;D;20220921;0;99060.0000000;99960.0000000;92820.0000000;97400.0000000;35
SPFB.RTS-9.23;D;20220922;0;97340.0000000;101800.0000000;97330.0000000;101390.0000000;7
SPFB.RTS-9.23;D;20220923;0;102400.0000000;102400.0000000;97860.0000000;97860.0000000;11
SPFB.RTS-9.23;D;20220926;0;97930.0000000;97930.0000000;91090.0000000;91090.0000000;21
SPFB.RTS-9.23;D;20220927;0;93860.0000000;94010.0000000;91700.0000000;93790.0000000;11
SPFB.RTS-9.23;D;20220928;0;94410.0000000;94410.0000000;93000.0000000;93760.0000000;17
SPFB.RTS-9.23;D;20220929;0;94330.0000000;95790.0000000;94240.0000000;95790.0000000;7
SPFB.RTS-9.23;D;20220930;0;97640.0000000;103860.0000000;94910.0000000;95570.0000000;52
SPFB.RTS-9.23;D;20221003;0;99780.0000000;102490.0000000;98040.0000000;100820.0000000;19
SPFB.RTS-9.23;D;20221004;0;102350.0000000;102350.0000000;100390.0000000;100390.0000000;4
SPFB.RTS-9.23;D;20221005;0;99000.0000000;99450.0000000;98060.0000000;98580.0000000;11
SPFB.RTS-9.23;D;20221006;0;98510.0000000;98510.0000000;98510.0000000;98510.0000000;2
SPFB.RTS-9.23;D;20221007;0;95130.0000000;96110.0000000;94870.0000000;96110.0000000;5
SPFB.RTS-9.23;D;20221010;0;90620.0000000;95530.0000000;90400.0000000;95530.0000000;8
SPFB.RTS-9.23;D;20221011;0;96920.0000000;96920.0000000;95000.0000000;95000.0000000;2
SPFB.RTS-9.23;D;20221012;0;98010.0000000;98010.0000000;98010.0000000;98010.0000000;1
SPFB.RTS-9.23;D;20221013;0;97360.0000000;99410.0000000;94560.0000000;94560.0000000;10
SPFB.RTS-9.23;D;20221017;0;98920.0000000;101950.0000000;98920.0000000;101950.0000000;9
SPFB.RTS-9.23;D;20221018;0;102290.0000000;102290.0000000;102240.0000000;102240.0000000;3
SPFB.RTS-9.23;D;20221019;0;100210.0000000;100690.0000000;100210.0000000;100690.0000000;2
SPFB.RTS-9.23;D;20221021;0;102560.0000000;102790.0000000;102560.0000000;102790.0000000;2
SPFB.RTS-9.23;D;20221026;0;104700.0000000;109640.0000000;104700.0000000;105180.0000000;5
SPFB.RTS-9.23;D;20221027;0;106690.0000000;106690.0000000;106690.0000000;106690.0000000;1
SPFB.RTS-9.23;D;20221028;0;107090.0000000;107500.0000000;107090.0000000;107500.0000000;2
SPFB.RTS-9.23;D;20221031;0;107770.0000000;107770.0000000;107770.0000000;107770.0000000;2
SPFB.RTS-9.23;D;20221101;0;107790.0000000;107790.0000000;107790.0000000;107790.0000000;1
SPFB.RTS-9.23;D;20221102;0;106800.0000000;106800.0000000;106460.0000000;106460.0000000;2
SPFB.RTS-9.23;D;20221107;0;108880.0000000;109780.0000000;108880.0000000;109310.0000000;9
SPFB.RTS-9.23;D;20221109;0;107240.0000000;107240.0000000;107240.0000000;107240.0000000;1
SPFB.RTS-9.23;D;20221110;0;107790.0000000;111350.0000000;107790.0000000;110200.0000000;4
SPFB.RTS-9.23;D;20221115;0;112400.0000000;115440.0000000;107010.0000000;110570.0000000;16
SPFB.RTS-9.23;D;20221116;0;111730.0000000;111730.0000000;111730.0000000;111730.0000000;1
SPFB.RTS-9.23;D;20221117;0;111830.0000000;111850.0000000;111830.0000000;111850.0000000;2
SPFB.RTS-9.23;D;20221123;0;109550.0000000;109990.0000000;109550.0000000;109990.0000000;2
SPFB.RTS-9.23;D;20221124;0;111310.0000000;113000.0000000;111310.0000000;113000.0000000;2
SPFB.RTS-9.23;D;20221130;0;111590.0000000;111590.0000000;108440.0000000;108770.0000000;6
SPFB.RTS-9.23;D;20221205;0;107380.0000000;108300.0000000;107380.0000000;108300.0000000;4
SPFB.RTS-9.23;D;20221206;0;106150.0000000;106150.0000000;105670.0000000;105700.0000000;5
SPFB.RTS-9.23;D;20221207;0;104300.0000000;104900.0000000;104300.0000000;104900.0000000;4
SPFB.RTS-9.23;D;20221208;0;105600.0000000;105600.0000000;105600.0000000;105600.0000000;1
SPFB.RTS-9.23;D;20221209;0;105660.0000000;105840.0000000;104440.0000000;104440.0000000;6
SPFB.RTS-9.23;D;20221213;0;103670.0000000;103670.0000000;103380.0000000;103380.0000000;2
SPFB.RTS-9.23;D;20221214;0;102710.0000000;103120.0000000;102500.0000000;103120.0000000;3
SPFB.RTS-9.23;D;20221215;0;102100.0000000;102410.0000000;102100.0000000;102410.0000000;3
SPFB.RTS-9.23;D;20221216;0;102000.0000000;102000.0000000;101760.0000000;101760.0000000;2
SPFB.RTS-9.23;D;20221219;0;100500.0000000;101800.0000000;98860.0000000;98900.0000000;65
SPFB.RTS-9.23;D;20221220;0;98860.0000000;100040.0000000;98860.0000000;99910.0000000;19
SPFB.RTS-9.23;D;20221221;0;99470.0000000;99470.0000000;97150.0000000;97150.0000000;27
SPFB.RTS-9.23;D;20221222;0;97100.0000000;100010.0000000;97100.0000000;100010.0000000;29
SPFB.RTS-9.23;D;20221223;0;99610.0000000;99880.0000000;98460.0000000;98480.0000000;14
SPFB.RTS-9.23;D;20221226;0;99240.0000000;100010.0000000;99240.0000000;99390.0000000;11
SPFB.RTS-9.23;D;20221227;0;99660.0000000;100090.0000000;97700.0000000;97840.0000000;18
SPFB.RTS-9.23;D;20221228;0;97430.0000000;97430.0000000;95420.0000000;95910.0000000;42
SPFB.RTS-9.23;D;20221229;0;95760.0000000;96130.0000000;95410.0000000;96070.0000000;4
SPFB.RTS-9.23;D;20221230;0;97460.0000000;97980.0000000;97350.0000000;97980.0000000;18
SPFB.RTS-9.23;D;20230103;0;97510.0000000;97580.0000000;96020.0000000;96020.0000000;5
SPFB.RTS-9.23;D;20230104;0;96570.0000000;96570.0000000;95420.0000000;95490.0000000;7
SPFB.RTS-9.23;D;20230106;0;95500.0000000;95500.0000000;95500.0000000;95500.0000000;1
SPFB.RTS-9.23;D;20230111;0;99210.0000000;99600.0000000;98590.0000000;99600.0000000;18
SPFB.RTS-9.23;D;20230112;0;100010.0000000;100010.0000000;99900.0000000;99900.0000000;7
SPFB.RTS-9.23;D;20230113;0;100300.0000000;100300.0000000;99210.0000000;99580.0000000;6
SPFB.RTS-9.23;D;20230116;0;100050.0000000;100490.0000000;100050.0000000;100490.0000000;2
SPFB.RTS-9.23;D;20230117;0;100030.0000000;100030.0000000;99850.0000000;99850.0000000;2
SPFB.RTS-9.23;D;20230118;0;100150.0000000;100260.0000000;99470.0000000;99470.0000000;3
SPFB.RTS-9.23;D;20230119;0;98200.0000000;98220.0000000;98200.0000000;98220.0000000;4
SPFB.RTS-9.23;D;20230120;0;98960.0000000;98960.0000000;97800.0000000;98650.0000000;5
SPFB.RTS-9.23;D;20230123;0;99570.0000000;99860.0000000;99570.0000000;99860.0000000;4
SPFB.RTS-9.23;D;20230124;0;98410.0000000;98410.0000000;98400.0000000;98400.0000000;4
SPFB.RTS-9.23;D;20230125;0;97990.0000000;97990.0000000;97970.0000000;97970.0000000;2
SPFB.RTS-9.23;D;20230126;0;98370.0000000;98850.0000000;98370.0000000;98850.0000000;2
SPFB.RTS-9.23;D;20230127;0;98770.0000000;98900.0000000;98600.0000000;98600.0000000;7
SPFB.RTS-9.23;D;20230130;0;98660.0000000;98660.0000000;97720.0000000;97940.0000000;18
SPFB.RTS-9.23;D;20230131;0;98550.0000000;99800.0000000;98460.0000000;99800.0000000;8
SPFB.RTS-9.23;D;20230201;0;100500.0000000;100770.0000000;100360.0000000;100360.0000000;37
SPFB.RTS-9.23;D;20230202;0;99980.0000000;101300.0000000;99980.0000000;100000.0000000;5
SPFB.RTS-9.23;D;20230203;0;99100.0000000;99900.0000000;98700.0000000;99900.0000000;5
SPFB.RTS-9.23;D;20230206;0;100540.0000000;104680.0000000;100310.0000000;100410.0000000;13
SPFB.RTS-9.23;D;20230207;0;100400.0000000;100400.0000000;99630.0000000;99630.0000000;3
SPFB.RTS-9.23;D;20230208;0;98500.0000000;98500.0000000;98500.0000000;98500.0000000;1
SPFB.RTS-9.23;D;20230209;0;97430.0000000;98790.0000000;97300.0000000;98670.0000000;6
SPFB.RTS-9.23;D;20230213;0;97560.0000000;97560.0000000;97490.0000000;97490.0000000;7
SPFB.RTS-9.23;D;20230214;0;97130.0000000;97130.0000000;96210.0000000;96730.0000000;6
SPFB.RTS-9.23;D;20230215;0;95010.0000000;95480.0000000;92470.0000000;93750.0000000;42
SPFB.RTS-9.23;D;20230216;0;94000.0000000;94360.0000000;93300.0000000;93320.0000000;8
SPFB.RTS-9.23;D;20230217;0;92690.0000000;94610.0000000;92690.0000000;94500.0000000;10
SPFB.RTS-9.23;D;20230220;0;94490.0000000;94490.0000000;93000.0000000;93410.0000000;17
SPFB.RTS-9.23;D;20230221;0;94250.0000000;95710.0000000;93700.0000000;95600.0000000;8
SPFB.RTS-9.23;D;20230222;0;94600.0000000;94760.0000000;93420.0000000;94420.0000000;15
SPFB.RTS-9.23;D;20230224;0;94710.0000000;94710.0000000;93420.0000000;93420.0000000;4
SPFB.RTS-9.23;D;20230227;0;93470.0000000;96000.0000000;93470.0000000;96000.0000000;13
SPFB.RTS-9.23;D;20230228;0;96780.0000000;96780.0000000;95900.0000000;96100.0000000;5
SPFB.RTS-9.23;D;20230301;0;97160.0000000;97160.0000000;97160.0000000;97160.0000000;5
SPFB.RTS-9.23;D;20230302;0;95710.0000000;95840.0000000;94740.0000000;95600.0000000;22
SPFB.RTS-9.23;D;20230303;0;96540.0000000;96540.0000000;96540.0000000;96540.0000000;1
SPFB.RTS-9.23;D;20230306;0;96600.0000000;97750.0000000;96600.0000000;97750.0000000;6
SPFB.RTS-9.23;D;20230307;0;97750.0000000;98430.0000000;96430.0000000;96510.0000000;31
SPFB.RTS-9.23;D;20230309;0;96620.0000000;96620.0000000;95400.0000000;96320.0000000;46
SPFB.RTS-9.23;D;20230310;0;95530.0000000;96320.0000000;95070.0000000;95920.0000000;21
SPFB.RTS-9.23;D;20230313;0;96120.0000000;97200.0000000;95350.0000000;96060.0000000;44
SPFB.RTS-9.23;D;20230314;0;95750.0000000;96970.0000000;95380.0000000;96280.0000000;26
SPFB.RTS-9.23;D;20230315;0;96350.0000000;96350.0000000;94200.0000000;95070.0000000;91
SPFB.RTS-9.23;D;20230316;0;94820.0000000;95620.0000000;94470.0000000;95370.0000000;98
SPFB.RTS-9.23;D;20230317;0;95840.0000000;96910.0000000;95340.0000000;96290.0000000;185
SPFB.RTS-9.23;D;20230320;0;96360.0000000;98650.0000000;95300.0000000;98540.0000000;240
SPFB.RTS-9.23;D;20230321;0;98710.0000000;99790.0000000;97630.0000000;98640.0000000;233
SPFB.RTS-9.23;D;20230322;0;98130.0000000;98590.0000000;97220.0000000;97360.0000000;153
SPFB.RTS-9.23;D;20230323;0;97580.0000000;99130.0000000;97580.0000000;98560.0000000;94
SPFB.RTS-9.23;D;20230324;0;98480.0000000;98840.0000000;97480.0000000;97680.0000000;211
SPFB.RTS-9.23;D;20230327;0;97930.0000000;100410.0000000;97890.0000000;100300.0000000;284
SPFB.RTS-9.23;D;20230328;0;100490.0000000;100940.0000000;99560.0000000;99590.0000000;406
SPFB.RTS-9.23;D;20230329;0;99900.0000000;100520.0000000;99350.0000000;99820.0000000;191
SPFB.RTS-9.23;D;20230330;0;99970.0000000;100300.0000000;99420.0000000;99840.0000000;139
SPFB.RTS-9.23;D;20230331;0;99960.0000000;100200.0000000;97480.0000000;98770.0000000;375
SPFB.RTS-9.23;D;20230403;0;98940.0000000;100300.0000000;98660.0000000;98860.0000000;220
SPFB.RTS-9.23;D;20230404;0;98310.0000000;99480.0000000;98010.0000000;98430.0000000;224
SPFB.RTS-9.23;D;20230405;0;98430.0000000;98460.0000000;97300.0000000;98460.0000000;189
SPFB.RTS-9.23;D;20230406;0;98230.0000000;98690.0000000;96670.0000000;96700.0000000;276
SPFB.RTS-9.23;D;20230407;0;96290.0000000;98320.0000000;95620.0000000;98310.0000000;252
SPFB.RTS-9.23;D;20230410;0;98190.0000000;99290.0000000;98020.0000000;99290.0000000;207
SPFB.RTS-9.23;D;20230411;0;99450.0000000;99580.0000000;97190.0000000;97530.0000000;336
SPFB.RTS-9.23;D;20230412;0;97680.0000000;98580.0000000;97220.0000000;98370.0000000;193
SPFB.RTS-9.23;D;20230413;0;98390.0000000;98840.0000000;98020.0000000;98660.0000000;86
SPFB.RTS-9.23;D;20230414;0;98800.0000000;99340.0000000;98040.0000000;99310.0000000;124
SPFB.RTS-9.23;D;20230417;0;99250.0000000;102230.0000000;99180.0000000;101780.0000000;325
SPFB.RTS-9.23;D;20230418;0;101910.0000000;101910.0000000;100800.0000000;101480.0000000;189
SPFB.RTS-9.23;D;20230419;0;101220.0000000;102410.0000000;99840.0000000;100030.0000000;325
SPFB.RTS-9.23;D;20230420;0;100160.0000000;101390.0000000;99400.0000000;100900.0000000;267
SPFB.RTS-9.23;D;20230421;0;101170.0000000;101600.0000000;100390.0000000;100970.0000000;139
SPFB.RTS-9.23;D;20230424;0;100820.0000000;102060.0000000;100640.0000000;101480.0000000;273
SPFB.RTS-9.23;D;20230425;0;101250.0000000;101320.0000000;100210.0000000;100550.0000000;161
SPFB.RTS-9.23;D;20230426;0;100550.0000000;101140.0000000;99570.0000000;99770.0000000;125
SPFB.RTS-9.23;D;20230427;0;99750.0000000;101350.0000000;99610.0000000;101280.0000000;191
SPFB.RTS-9.23;D;20230428;0;101260.0000000;102730.0000000;100860.0000000;101950.0000000;477
SPFB.RTS-9.23;D;20230502;0;101910.0000000;102690.0000000;100920.0000000;101250.0000000;434
SPFB.RTS-9.23;D;20230503;0;101250.0000000;102450.0000000;99930.0000000;100210.0000000;1076
SPFB.RTS-9.23;D;20230504;0;100400.0000000;101700.0000000;100210.0000000;101510.0000000;342
SPFB.RTS-9.23;D;20230505;0;101650.0000000;103720.0000000;101280.0000000;101590.0000000;628
SPFB.RTS-9.23;D;20230508;0;101700.0000000;104000.0000000;100340.0000000;100430.0000000;625
SPFB.RTS-9.23;D;20230510;0;100900.0000000;105500.0000000;100860.0000000;105340.0000000;2290
SPFB.RTS-9.23;D;20230511;0;105370.0000000;106110.0000000;101320.0000000;103390.0000000;3439
SPFB.RTS-9.23;D;20230512;0;103780.0000000;104140.0000000;101670.0000000;102570.0000000;572
SPFB.RTS-9.23;D;20230515;0;102450.0000000;103720.0000000;101960.0000000;103540.0000000;525
SPFB.RTS-9.23;D;20230516;0;103300.0000000;104140.0000000;102300.0000000;102550.0000000;414
SPFB.RTS-9.23;D;20230517;0;102500.0000000;104100.0000000;101750.0000000;104010.0000000;414
SPFB.RTS-9.23;D;20230518;0;103630.0000000;104150.0000000;102500.0000000;102780.0000000;441
SPFB.RTS-9.23;D;20230519;0;102850.0000000;103720.0000000;102500.0000000;103550.0000000;515
SPFB.RTS-9.23;D;20230522;0;103700.0000000;104330.0000000;102810.0000000;103170.0000000;346
SPFB.RTS-9.23;D;20230523;0;103000.0000000;103860.0000000;102050.0000000;103310.0000000;498
SPFB.RTS-9.23;D;20230524;0;103520.0000000;104090.0000000;102670.0000000;103450.0000000;970
SPFB.RTS-9.23;D;20230525;0;103480.0000000;103680.0000000;102700.0000000;103020.0000000;319
SPFB.RTS-9.23;D;20230526;0;103110.0000000;104060.0000000;102900.0000000;103990.0000000;477
